o,p,s
http://www.phenome-fppn.fr/diaphen/2018/o18000165,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000166,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000166,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000166,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg007
http://www.phenome-fppn.fr/diaphen/2018/o18000166,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,166/DZ_PG_02/ZM4356/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000166,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000166,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000167,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000167,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000167,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg138
http://www.phenome-fppn.fr/diaphen/2018/o18000167,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,167/DZ_PG_26/ZM4387/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000167,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000167,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000168,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000168,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000168,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg234
http://www.phenome-fppn.fr/diaphen/2018/o18000168,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,168/DZ_PG_51/ZM4350/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000168,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000168,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000169,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000169,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000169,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg164
http://www.phenome-fppn.fr/diaphen/2018/o18000169,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,169/DZ_PG_35/ZM4358/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000169,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000169,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000170,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000170,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000170,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg167
http://www.phenome-fppn.fr/diaphen/2018/o18000170,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,170/DZ_PG_37/ZM4364/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000170,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000170,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000171,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000171,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000171,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg017
http://www.phenome-fppn.fr/diaphen/2018/o18000171,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,171/DZ_PG_03/ZM4377/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000171,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000171,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000172,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000172,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000172,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg063
http://www.phenome-fppn.fr/diaphen/2018/o18000172,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,172/DZ_PG_08/ZM4343/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000172,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000172,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000173,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000173,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000173,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg303
http://www.phenome-fppn.fr/diaphen/2018/o18000173,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,173/DZ_PG_62/ZM4393/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000173,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000173,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000174,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000174,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000174,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg026
http://www.phenome-fppn.fr/diaphen/2018/o18000174,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,174/DZ_PG_05/ZM4357/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000174,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000174,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000175,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000175,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/maize
http://www.phenome-fppn.fr/diaphen/2018/o18000175,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/dkc4590
http://www.phenome-fppn.fr/diaphen/2018/o18000175,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,175/DKC4590/XXXX/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000175,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000175,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000176,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000176,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/maize
http://www.phenome-fppn.fr/diaphen/2018/o18000176,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/dkc4590
http://www.phenome-fppn.fr/diaphen/2018/o18000176,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,176/DKC4590/XXXX/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000176,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000176,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000177,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000177,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000177,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg128
http://www.phenome-fppn.fr/diaphen/2018/o18000177,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,177/DZ_PG_23/ZM4388/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000177,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000177,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000178,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000178,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000178,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg152
http://www.phenome-fppn.fr/diaphen/2018/o18000178,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,178/DZ_PG_30/ZM4361/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000178,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000178,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000179,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000179,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000179,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg312
http://www.phenome-fppn.fr/diaphen/2018/o18000179,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,179/DZ_PG_69/ZM4396/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000179,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000179,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000180,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000180,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000180,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg228
http://www.phenome-fppn.fr/diaphen/2018/o18000180,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,180/DZ_PG_49/ZM4389/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000180,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000180,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000181,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000181,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000181,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg194
http://www.phenome-fppn.fr/diaphen/2018/o18000181,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,181/DZ_PG_45/ZM4385/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000181,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000181,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000182,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000182,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000182,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg310
http://www.phenome-fppn.fr/diaphen/2018/o18000182,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,182/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000182,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000182,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000183,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000183,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000183,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg194
http://www.phenome-fppn.fr/diaphen/2018/o18000183,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,183/DZ_PG_45/ZM4385/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000183,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000183,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000184,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000184,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000184,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg181
http://www.phenome-fppn.fr/diaphen/2018/o18000184,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,184/DZ_PG_41/ZM4378/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000184,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000184,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000185,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000185,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000185,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg155
http://www.phenome-fppn.fr/diaphen/2018/o18000185,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,185/DZ_PG_32/ZM4352/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000185,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000185,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000186,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000186,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000186,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg116
http://www.phenome-fppn.fr/diaphen/2018/o18000186,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,186/DZ_PG_54/ZM4346/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000186,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000186,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000187,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000187,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000187,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg131
http://www.phenome-fppn.fr/diaphen/2018/o18000187,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,187/DZ_PG_24/ZM4342/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000187,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000187,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000188,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000188,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000188,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg062
http://www.phenome-fppn.fr/diaphen/2018/o18000188,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,188/DZ_PG_07/ZM4351/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000188,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000188,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000189,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000189,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000189,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg310
http://www.phenome-fppn.fr/diaphen/2018/o18000189,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,189/DZ_PG_67/ZM4394/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000189,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000189,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000190,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000190,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000190,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg189
http://www.phenome-fppn.fr/diaphen/2018/o18000190,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,190/DZ_PG_44/ZM4369/WD1/1/DIA2017-05-19
